Product_brand,Product_category,Product_details,Product_name,Product_price,Product_rating,Product_size,Top_category,Tot_reviews
e.l.f. Cosmetics,Face,Apply to clean skin prior to makeup application to prep skin. Use a small amount and blend evenly on your face.,Poreless Face Primer - Small,$6.00,3.20 out of 5 stars,Size 0.47 oz,Makeup,93
CoverGirl,Face,"Full Spectrum Matte Ambition All Day Powder Foundation from CoverGirl is the one step makeup, all-day shine control powder foundation in a natural matte powder finish to bring our your truest tones. Buildable, medium- to full-coverage powder foundation with a natural, matte finish.",Online Only Full Spectrum Matte Ambition All Day Powder Foundation,$13.49,4.30 out of 5 stars,Size 0.38 oz,Makeup,3
Juvia's Place,Face,"Enhance your natural features with Juvia's Place The Royalty Glow Loose Highlighter I, A blend of newly formulated pearls to give you a striking golden sun kissed glow.",The Royalty Glow Loose Highlighter I,$14.00,4.50 out of 5 stars,Item 2536105,Makeup,4
Smashbox,Face,"Smashbox Spotlight Palette is an easy-to-use highlighter palette that lets you fearlessly customize your ultimate glow, add dimension and pop features with layers of light.",Spotlight Palette,$17.97,4.20 out of 5 stars,Size 0.3 oz,Makeup,180
jane iredale,Face,jane iredale's Magic Mitt quickly and completely removes makeup using water only.,Online Only Magic Mitt,$15.00,4.70 out of 5 stars,Size 0.51 oz,Makeup,132
Pacifica,Face,"Don't have a makeup meltdown. Pacifica's lightweight Crystal Dew Makeup Setting Spray is a support system for your skin, delivering hydration and makeup setting power as well as skin care natural beneficials. So you can keep it together all day (or at least look like you are).",Crystal Dew Makeup Setting Spray,$10.00,4.10 out of 5 stars,Size 2.0 oz,Makeup,21
e.l.f. Cosmetics,Face,"The e.l.f. Cosmetics Hydrating Face Primer transforms your face into a flawless, smooth canvas ideal for long-lasting makeup application. The formula is infused with Grape, Vitamins A, C, & E to help boost complexion, and hydrate your skin.",Hydrating Face Primer,$6.00,2.60 out of 5 stars,Size 0.47 oz,Makeup,184
Ofra Cosmetics,Face,"A three-in-one luminous highlighter complete with frosty white, neutral shimmer and sun-kissed copper shades. Mix all three together for a ""lit from within"" healthy glow. The silky highlighters double as three shimmering eyeshadow powders, making the compact an economical yet luxurious choice for looking fabulous day to night.",Online Only Nikkietutorials Everglow Highlighter,$29.00,4.80 out of 5 stars,Size 0.35 oz,Makeup,75
Dermablend,Face,"Meet Dermablend Quick Fix Body Foundation Stick - a full coverage body makeup foundation stick that provides maximum coverage for up to 16 hours of smudge and transfer resistant color wear-when set with Dermablend Setting Powder. Formulated to suit all skin types, including sensitive skin, it provides all-day hydration for coverage that's never cakey.",Quick Fix Body Foundation Stick,$29.00,3.90 out of 5 stars,Size 0.42 oz,Makeup,146
Burt's Bees,Face,"Burt's Bees All Aglow Highlighter Stick instantly enhances skins natural glow and defines your best features with hydrating ingredients in an illuminating Opal Mist shade. Made with nourishing ingredients, the combination of moisturizing coconut oil, jojoba oil, cupuacu butter and daikon radish extract hydrates skin for hours. 100% natural, this Highlighter Stick applies smoothly and blends easily without the heavy and cakey feel. The lightweight and non-sticky formula is hydrating and long-lasting giving you healthy-looking skin. Get that youthful look with nourishing, skin pampering ingredients that care for your skin and does not settle into lines or wrinkles. Apply the highlighter to your cheekbone, brow and nose to enhance and emphasize your features in the best way. Dermatologist-tested, this Highlighter Stick is made without parabens, phthalates, SLS, petrolatum or synthetic fragrances. Get that sun-kissed glow with Burt's Bees All Aglow Highlighter Stick.",Online Only 100% Natural All Aglow Highlighter Stick,$12.99,4.30 out of 5 stars,Item 2537390,Makeup,12
Garnier,Face,"The Micellar Makeup Remover Kit includes a Micellar Cleansing Water for every occasion. From America's #1 Micellar Water brand* Micellar Cleansing Water for Waterproof Makeup cleanses, removes stubborn makeup and soothes skin. Makeup Remover Towelettes capture and lift away dirt, oil and impurities in just one wipe. No greasy residue left behind. No rinsing or harsh rubbing necessary. Micellar Cleansing Water Full Size for cleansing at home and Micellar Cleansing Water Travel Size Makeup Remover Towelettes for cleansing on the go.",Online Only SkinActive Micellar Makeup Remover Kit,$16.47,4.70 out of 5 stars,Item 2537765,Makeup,3
Tarte,Face,"Sometimes you just don't feel like washing your face, ya feel? Tarte's Micellar Magic Makeup Remover & Cleanser is your hero after a night out.",Micellar Magic Makeup Remover & Cleanser,$18.00,2.90 out of 5 stars,Item 2544502,Makeup,27
Stila,Face,"Stila Pixel Perfect Concealer is a crease-proof, color-true concealer that erases and smooths dark circles, blemishes and other imperfections. Coated pigments provide medium-to-full, buildable coverage, giving you a natural, even-toned look all day.",Online Only Pixel Perfect Concealer,$24.00,5.00 out of 5 stars,Size 0.22 oz,Makeup,1
L'Oréal,Face,"L'Oréal's Ideal Clean Makeup Removing Facial Towelettes help encourage clean skin that's left without traces of dirt, impurities, and makeup. This makeup remover solution gently yet effectively removes dirt and makeup, including waterproof mascara and long wear makeup. Gentle and refreshing, the quilted cleansing wipes are dermatologist - and ophthalmologist-tested for safety. These cleansing wipes deliver an effective, yet gentle, clean that you can see and feel.",Online Only Ideal Clean Makeup Removing Facial Towelettes,$4.99,3.70 out of 5 stars,Item 2529576,Makeup,3
Lottie London,Face,"Correct and perfect your complexion with Lottie London's Colour Clique Colour Correcting Palette. The ultra-blendable creamy formula works to reduce redness, counteract dark spots and even out skin tone. Apply the relevant color correctors to your problem areas and blend for a non-greasy, flawless foundation base.",Online Only Colour Clique Colour Correcting Palette,$10.99,4.70 out of 5 stars,Size 0.5 oz,Makeup,9
Butter London,Face,"Swipe on Butter London's luxe Glazen Highlighting Gel and you'll be amazed with the breakthrough jelly texture and luminescent shimmer that feels like liquid silk, but dries to an ultra-smooth weightless powder (you won't even know it's there).",Glazen Highlighting Gel,$26.00,4.30 out of 5 stars,Size 0.33 oz,Makeup,8
W3LL PEOPLE,Face,"W3LL PEOPLE Bio Baked Brightener Powder is a ultra-smooth baked powder that dreams are made of. It provides invisible coverage with a matte radiance that blurs imperfections and minimizes pores. Brush it on for a soft, luminous, healthy glow that imparts a flawless, no-makeup makeup look. The feather light texture feels weightless on skin and blends effortlessly. Magnolia Bark and Squalane enliven and nourish the complexion for long term benefits.",Online Only Bio Baked Brightener Powder,$24.99,4.50 out of 5 stars,Size 0.26 oz,Makeup,11
Makeup Revolution,Face,Exclusive.,Hydrate & Fix Fixing Spray,$11.00,4.00 out of 5 stars,Size 3.38 oz,Makeup,3
NYX Professional Makeup,Face,"Prep your face for impeccable makeup application with NYX Professional Makeup's skin-smoothing First Base Primer Spray. This nourishing mist is packed with skin-loving ingredients like B5 and cornflower extract that helps to keep the skin looking and feeling soft, supple, and refreshed while it locks in makeup.",First Base Primer Spray,$8.00,4.10 out of 5 stars,Size 2.02 oz,Makeup,288
Petite 'n Pretty,Face,"Gentle, cleansing towelettes soaked in micellar water. Petite 'n Pretty's My Stellar Micellar Makeup Remover Wipes are infused with calming chamomile, conditioning licorice root and antioxidant-rich vitamins. These micellar wipes for teens and kids lift away makeup and leave skin feeling soft and moisturized. Pediatrician, ophthalmologist, and dermatologist approved.",My Stellar Micellar Makeup Remover Wipes,$14.50,3.70 out of 5 stars,Size 30 ct,Makeup,3
Makeup Revolution,Face,Exclusive.,Vintage Lace Highlighter Palette,$10.00,4.20 out of 5 stars,Item 2544023,Makeup,13
I Heart Revolution,Face,"Want to minimize pores? You need I Heart Revolution's scrumptious Strawberry Whip Pore Blurring Primer. Get your game face on with this saucy skin perfecting primer! Packed with Vitamins C and E, this primer is designed to target specific skin concerns.",Strawberry Whip Pore Blurring Primer,$8.00,5.00 out of 5 stars,Size 0.91 oz,Makeup,7
e.l.f. Cosmetics,Face,"e.l.f. Cosmetics smooth, jelly-textured highlighter blends into the skin for a luminous, glowing skin effect. The Jelly Highlighter's versatile jelly formula makes it the perfect multi-use highlighter, and can be worn alone, over makeup, or mixed into foundation. It applies wet and dries to a long-wearing glowy finish.",Jelly Highlighter,$6.00,4.00 out of 5 stars,Size 0.44 oz,Makeup,50
Makeup Revolution,Face,Exclusive.,Conceal & Fix Mattifying Primer,$12.00,4.20 out of 5 stars,Size 1.05 oz,Makeup,5
CoverGirl,Face,"All-in-one flushed glow highlighter cheek palette with a luminescent finish. Full Spectrum Sculpt Expert Multiuse Cheek Palette from CoverGirl is formulated to pop against and complement multicultural skin tones. Capture, diffuse and soften the way light reflects on skin with this multiuse cheek palette.",Online Only Full Spectrum Sculpt Expert Multiuse Cheek Palette,$13.49,5.00 out of 5 stars,Size 0.22 oz,Makeup,2
ULTA,Face,"Ulta's Stay Cheeky Liquid Blush provides a beautiful, sheer flush of color. Infused with coconut oil and shea butter, this buildable and blendable blush is the perfect moisturizing alternative to your traditional powder. This weightless formula gives a ""second skin"" like feeling, leaving you with a slight cooling sensaiton and a light and dewy shimmer finish.",Stay Cheeky Liquid Blush,$12.00,5.00 out of 5 stars,Size 0.3 oz,Makeup,1
Essence,Face,"Ready, set, bake! The Essence Brighten Up! Peach Powder is a translucent mattifying powder ideal for baking for medium to darker skin tones. Perfect for setting matte highlights. No flashback! No animal testing. Paraben free.",Brighten Up! Peach Powder,$2.49,4.40 out of 5 stars,Size 0.31 oz,Makeup,9
Maybelline,Face,Drench cheeks in technicolor shine with this iridescent Maybelline FaceStudio Master Holographic Prismatic Highlighter. Maybelline's prismatic pearl pigments blend brilliantly on the skin for an ultra-dazzling holographic makeup effect.,FaceStudio Master Holographic Prismatic Highlighter,$9.99,3.40 out of 5 stars,Size 0.17 oz,Makeup,49
Flesh,Face,Only at ULTA!,Shimmer Dimmer Mattifying Stick,$18.00,4.40 out of 5 stars,Size 0.15 oz,Makeup,10
L.A. Girl,Face,"L.A. Girl Pro Prep HD Color Correcting Face Primers are available in multiple shades. They help balance skin tone based on shade selected and reduce and refine pores to improve skin's texture. The lightweight, paraben-free formula that is enriched with Vitamin B3 helps prime face for longer wearing makeup application.",Pro Prep HD Color Correcting Face Primer,$6.99,3.40 out of 5 stars,Size 0.18 oz,Makeup,11
e.l.f. Cosmetics,Face,"Transform your face into a flawless and smooth canvas with the e.l.f. Cosmetics Mineral Infused Face Primer. Developed to combat against excess oil, flaky dryness, enlarged pores and fine lines, this clear multipurpose skin primer will prepare your skin so makeup goes on evenly for a long-lasting satin finish. Features a new and improved air pump! For best results, you may need to pump the component several times before product dispenses. Cruelty free and vegan.",Mineral Infused Face Primer,$6.00,3.60 out of 5 stars,Size 0.49 oz,Makeup,137
L'Oréal,Face,"L'Oréal Paris LUMI Shake & Glow Dew Mist primes, sets and refreshes makeup for a natural, healthy glow in just one spritz. Sprayed on bare skin, the hydrating and soothing formula awakens skin and preps it for makeup or finishes off a look by locking in a natural, dewy glow that lasts. Use as a mid-day ''pick-me up'' to revive complexion and refresh makeup. Quenching Coconut Water and Brightening Vitamin C provide a boost of healthy hydration. Shake to activate your instant dewy glow in a bottle. Ideal for all skin types.",Travel Size True Match Lumi Shake and Glow Dew Mist,$7.99,4.70 out of 5 stars,Size 1.0 oz,Makeup,3
